Time,Source,Destination,Protocol,Length
1757861987.036034,192.168.75.71,192.168.75.10,TCP,1514
1757861987.036097,192.168.75.10,192.168.75.71,TCP,66
1757861987.036312,192.168.75.71,192.168.75.10,TCP,1514
1757861987.036312,192.168.75.71,192.168.75.10,TCP,1514
1757861987.036364,192.168.75.10,192.168.75.71,TCP,66
1757861987.036836,192.168.75.71,192.168.75.10,TCP,1514
1757861987.036836,192.168.75.71,192.168.75.10,TCP,1514
1757861987.036904,192.168.75.10,192.168.75.71,TCP,66
1757861987.037111,192.168.75.71,192.168.75.10,TCP,1514
1757861987.037111,192.168.75.71,192.168.75.10,TCP,1514
1757861987.037175,192.168.75.10,192.168.75.71,TCP,66
1757861987.037445,192.168.75.71,192.168.75.10,TCP,1514
1757861987.037445,192.168.75.71,192.168.75.10,TCP,1514
1757861987.037489,192.168.75.10,192.168.75.71,TCP,66
1757861987.037804,192.168.75.71,192.168.75.10,TCP,1514
1757861987.053981,192.168.75.10,192.168.75.16,DNS,74
1757861987.054939,192.168.75.10,192.168.75.16,DNS,74
1757861987.060265,192.168.75.71,192.168.75.10,TCP,1514
1757861987.060265,192.168.75.71,192.168.75.10,TCP,1514
1757861987.060265,192.168.75.71,192.168.75.10,TCP,1514
1757861987.060398,192.168.75.10,192.168.75.71,TCP,66
1757861987.060586,192.168.75.71,192.168.75.10,TCP,1514
1757861987.060586,192.168.75.71,192.168.75.10,TCP,1514
1757861987.060639,192.168.75.10,192.168.75.71,TCP,66
1757861987.060873,192.168.75.71,192.168.75.10,TCP,1514
1757861987.060873,192.168.75.71,192.168.75.10,TCP,1514
1757861987.060922,192.168.75.10,192.168.75.71,TCP,66
1757861987.06126,192.168.75.71,192.168.75.10,TCP,1514
1757861987.06126,192.168.75.71,192.168.75.10,TCP,1514
1757861987.061344,192.168.75.10,192.168.75.71,TCP,66
1757861987.061564,192.168.75.71,192.168.75.10,TCP,1514
1757861987.061564,192.168.75.71,192.168.75.10,TCP,1514
1757861987.061689,192.168.75.10,192.168.75.71,TCP,66
1757861987.061893,192.168.75.71,192.168.75.10,TCP,1514
1757861987.061893,192.168.75.71,192.168.75.10,TCP,1514
1757861987.061941,192.168.75.10,192.168.75.71,TCP,66
1757861987.062322,192.168.75.71,192.168.75.10,TCP,1514
1757861987.062322,192.168.75.71,192.168.75.10,TCP,1514
1757861987.062378,192.168.75.10,192.168.75.71,TCP,66
1757861987.062595,192.168.75.71,192.168.75.10,TCP,1514
1757861987.062964,192.168.75.71,192.168.75.10,TCP,1514
1757861987.062964,192.168.75.71,192.168.75.10,TCP,1514
1757861987.063037,192.168.75.10,192.168.75.71,TCP,66
1757861987.063255,192.168.75.71,192.168.75.10,TCP,1514
1757861987.063255,192.168.75.71,192.168.75.10,TCP,1514
1757861987.063305,192.168.75.10,192.168.75.71,TCP,66
1757861987.063616,192.168.75.71,192.168.75.10,TCP,1514
1757861987.063616,192.168.75.71,192.168.75.10,TCP,1514
1757861987.063741,192.168.75.10,192.168.75.71,TCP,66
1757861987.063966,192.168.75.71,192.168.75.10,TCP,1514
1757861987.063966,192.168.75.71,192.168.75.10,TCP,1514
1757861987.064022,192.168.75.10,192.168.75.71,TCP,66
1757861987.064276,192.168.75.71,192.168.75.10,TCP,1514
1757861987.064276,192.168.75.71,192.168.75.10,TCP,1514
1757861987.064341,192.168.75.10,192.168.75.71,TCP,66
1757861987.064598,192.168.75.71,192.168.75.10,TCP,1514
1757861987.064598,192.168.75.71,192.168.75.10,TCP,1514
1757861987.064655,192.168.75.10,192.168.75.71,TCP,66
1757861987.064994,192.168.75.71,192.168.75.10,TCP,1514
1757861987.064994,192.168.75.71,192.168.75.10,TCP,1514
1757861987.065053,192.168.75.10,192.168.75.71,TCP,66
1757861987.065322,192.168.75.71,192.168.75.10,TCP,1514
1757861987.065322,192.168.75.71,192.168.75.10,TCP,1514
1757861987.065375,192.168.75.10,192.168.75.71,TCP,66
1757861987.065832,192.168.75.71,192.168.75.10,TCP,1514
1757861987.065924,192.168.75.10,192.168.75.71,TCP,66
1757861987.070625,192.168.75.71,192.168.75.10,TCP,1514
1757861987.070625,192.168.75.71,192.168.75.10,TCP,1514
1757861987.070625,192.168.75.71,192.168.75.10,TCP,1514
1757861987.070625,192.168.75.71,192.168.75.10,TCP,1514
1757861987.070625,192.168.75.71,192.168.75.10,TCP,1514
1757861987.070625,192.168.75.71,192.168.75.10,TCP,1514
1757861987.070625,192.168.75.71,192.168.75.10,TCP,1514
1757861987.070625,192.168.75.71,192.168.75.10,TCP,1514
1757861987.070625,192.168.75.71,192.168.75.10,TCP,1514
1757861987.070625,192.168.75.71,192.168.75.10,TCP,1514
1757861987.070625,192.168.75.71,192.168.75.10,TCP,1514
1757861987.070625,192.168.75.71,192.168.75.10,TCP,1514
1757861987.070625,192.168.75.71,192.168.75.10,TCP,1514
1757861987.070625,192.168.75.71,192.168.75.10,TCP,1514
1757861987.070625,192.168.75.71,192.168.75.10,TCP,1514
1757861987.070625,192.168.75.71,192.168.75.10,TCP,1514
1757861987.070625,192.168.75.71,192.168.75.10,TCP,1514
1757861987.070625,192.168.75.71,192.168.75.10,TCP,1514
1757861987.070625,192.168.75.71,192.168.75.10,TCP,1514
1757861987.070625,192.168.75.71,192.168.75.10,TCP,1514
1757861987.070625,192.168.75.71,192.168.75.10,TCP,1514
1757861987.070625,192.168.75.71,192.168.75.10,TCP,1514
1757861987.070892,192.168.75.10,192.168.75.71,TCP,66
1757861987.07109,192.168.75.71,192.168.75.10,TCP,1514
1757861987.07109,192.168.75.71,192.168.75.10,TCP,1514
1757861987.071139,192.168.75.10,192.168.75.71,TCP,66
1757861987.07131,192.168.75.71,192.168.75.10,TCP,1514
1757861987.07131,192.168.75.71,192.168.75.10,TCP,1514
1757861987.071396,192.168.75.10,192.168.75.71,TCP,66
1757861987.071692,192.168.75.71,192.168.75.10,TCP,1514
1757861987.071692,192.168.75.71,192.168.75.10,TCP,1514
1757861987.071734,192.168.75.10,192.168.75.71,TCP,66
1757861987.072001,192.168.75.71,192.168.75.10,TCP,1514
1757861987.072001,192.168.75.71,192.168.75.10,TCP,1514
1757861987.072041,192.168.75.10,192.168.75.71,TCP,66
1757861987.0724,192.168.75.71,192.168.75.10,TCP,1514
1757861987.0724,192.168.75.71,192.168.75.10,TCP,1514
1757861987.0724,192.168.75.71,192.168.75.10,TCP,1514
1757861987.072457,192.168.75.10,192.168.75.71,TCP,66
1757861987.072809,192.168.75.71,192.168.75.10,TCP,1514
1757861987.072809,192.168.75.71,192.168.75.10,TCP,1514
1757861987.072855,192.168.75.10,192.168.75.71,TCP,66
1757861987.073194,192.168.75.71,192.168.75.10,TCP,1514
1757861987.073194,192.168.75.71,192.168.75.10,TCP,1514
1757861987.073266,192.168.75.10,192.168.75.71,TCP,66
1757861987.073474,192.168.75.71,192.168.75.10,TCP,1514
1757861987.073474,192.168.75.71,192.168.75.10,TCP,1514
1757861987.073525,192.168.75.10,192.168.75.71,TCP,66
1757861987.073898,192.168.75.71,192.168.75.10,TCP,1514
1757861987.073898,192.168.75.71,192.168.75.10,TCP,1514
1757861987.073966,192.168.75.10,192.168.75.71,TCP,66
1757861987.074202,192.168.75.71,192.168.75.10,TCP,1514
1757861987.074202,192.168.75.71,192.168.75.10,TCP,1514
1757861987.074252,192.168.75.10,192.168.75.71,TCP,66
1757861987.074582,192.168.75.71,192.168.75.10,TCP,1514
1757861987.074582,192.168.75.71,192.168.75.10,TCP,1514
1757861987.074672,192.168.75.10,192.168.75.71,TCP,66
1757861987.074878,192.168.75.71,192.168.75.10,TCP,1514
1757861987.074878,192.168.75.71,192.168.75.10,TCP,1514
1757861987.07492,192.168.75.10,192.168.75.71,TCP,66
1757861987.075287,192.168.75.71,192.168.75.10,TCP,1514
1757861987.075287,192.168.75.71,192.168.75.10,TCP,1514
1757861987.075381,192.168.75.10,192.168.75.71,TCP,66
1757861987.07572,192.168.75.71,192.168.75.10,TCP,1514
1757861987.07572,192.168.75.71,192.168.75.10,TCP,1514
1757861987.075775,192.168.75.10,192.168.75.71,TCP,66
1757861987.076046,192.168.75.71,192.168.75.10,TCP,1514
1757861987.076046,192.168.75.71,192.168.75.10,TCP,1514
1757861987.076095,192.168.75.10,192.168.75.71,TCP,66
1757861987.076431,192.168.75.71,192.168.75.10,TCP,1514
1757861987.076431,192.168.75.71,192.168.75.10,TCP,1514
1757861987.076474,192.168.75.10,192.168.75.71,TCP,66
1757861987.076722,192.168.75.71,192.168.75.10,TCP,1514
1757861987.076722,192.168.75.71,192.168.75.10,TCP,1514
1757861987.076802,192.168.75.10,192.168.75.71,TCP,66
1757861987.077115,192.168.75.71,192.168.75.10,TCP,1514
1757861987.077115,192.168.75.71,192.168.75.10,TCP,1514
1757861987.077291,192.168.75.10,192.168.75.71,TCP,66
1757861987.077537,192.168.75.71,192.168.75.10,TCP,1514
1757861987.077537,192.168.75.71,192.168.75.10,TCP,1514
1757861987.077613,192.168.75.10,192.168.75.71,TCP,66
1757861987.077754,192.168.75.71,192.168.75.10,TCP,1514
1757861987.077754,192.168.75.71,192.168.75.10,TCP,1514
1757861987.077814,192.168.75.10,192.168.75.71,TCP,66
1757861987.078162,192.168.75.71,192.168.75.10,TCP,1514
1757861987.078162,192.168.75.71,192.168.75.10,TCP,1514
1757861987.078316,192.168.75.10,192.168.75.71,TCP,66
1757861987.078624,192.168.75.71,192.168.75.10,TCP,1514
1757861987.078624,192.168.75.71,192.168.75.10,TCP,1514
1757861987.078815,192.168.75.10,192.168.75.71,TCP,66
1757861987.078973,192.168.75.71,192.168.75.10,TCP,1514
1757861987.078973,192.168.75.71,192.168.75.10,TCP,1514
1757861987.079106,192.168.75.10,192.168.75.71,TCP,66
1757861987.079323,192.168.75.71,192.168.75.10,TCP,1514
1757861987.079323,192.168.75.71,192.168.75.10,TCP,1514
1757861987.079437,192.168.75.10,192.168.75.71,TCP,66
1757861987.079588,192.168.75.71,192.168.75.10,TCP,1514
1757861987.079588,192.168.75.71,192.168.75.10,TCP,1514
1757861987.079633,192.168.75.10,192.168.75.71,TCP,66
1757861987.080013,192.168.75.71,192.168.75.10,TCP,1514
1757861987.196315,192.168.75.71,192.168.75.10,DATA,1514
1757861987.196315,192.168.75.71,192.168.75.10,DATA,1514
1757861987.196519,192.168.75.10,192.168.75.71,TCP,66
1757861987.196878,192.168.75.71,192.168.75.10,DATA,1514
1757861987.196878,192.168.75.71,192.168.75.10,DATA,1514
1757861987.197007,192.168.75.10,192.168.75.71,TCP,66
1757861987.197146,192.168.75.71,192.168.75.10,DATA,1514
1757861987.197146,192.168.75.71,192.168.75.10,DATA,1514
1757861987.197203,192.168.75.10,192.168.75.71,TCP,66
1757861987.197333,192.168.75.71,192.168.75.10,DATA,1514
1757861987.197333,192.168.75.71,192.168.75.10,DATA,1514
1757861987.197379,192.168.75.10,192.168.75.71,TCP,66
1757861987.197647,192.168.75.71,192.168.75.10,DATA,1514
1757861987.197647,192.168.75.71,192.168.75.10,TCP,1514
1757861987.197647,192.168.75.71,192.168.75.10,TCP,1514
1757861987.197647,192.168.75.71,192.168.75.10,TCP,1514
1757861987.197647,192.168.75.71,192.168.75.10,TCP,1514
1757861987.197647,192.168.75.71,192.168.75.10,TCP,1514
1757861987.197647,192.168.75.71,192.168.75.10,TCP,1514
1757861987.197647,192.168.75.71,192.168.75.10,TCP,1514
1757861987.197647,192.168.75.71,192.168.75.10,TCP,1514
1757861987.197647,192.168.75.71,192.168.75.10,TCP,1514
1757861987.197647,192.168.75.71,192.168.75.10,TCP,1514
1757861987.197647,192.168.75.71,192.168.75.10,TCP,1514
1757861987.197647,192.168.75.71,192.168.75.10,TCP,1514
1757861987.197647,192.168.75.71,192.168.75.10,TCP,1514
1757861987.197647,192.168.75.71,192.168.75.10,TCP,1514
1757861987.197647,192.168.75.71,192.168.75.10,TCP,1514
1757861987.197647,192.168.75.71,192.168.75.10,TCP,1514
1757861987.197879,192.168.75.10,192.168.75.71,TCP,66
1757861987.198056,192.168.75.71,192.168.75.10,TCP,1514
1757861987.198056,192.168.75.71,192.168.75.10,TCP,1514
1757861987.198056,192.168.75.71,192.168.75.10,TCP,1514
1757861987.198122,192.168.75.10,192.168.75.71,TCP,66
1757861987.198289,192.168.75.71,192.168.75.10,TCP,1514
1757861987.198289,192.168.75.71,192.168.75.10,TCP,1514
1757861987.198354,192.168.75.10,192.168.75.71,TCP,66
1757861987.19859,192.168.75.71,192.168.75.10,TCP,1514
1757861987.19859,192.168.75.71,192.168.75.10,TCP,1514
1757861987.198656,192.168.75.10,192.168.75.71,TCP,66
1757861987.2127,192.168.75.71,192.168.75.10,TCP,1514
1757861987.2127,192.168.75.71,192.168.75.10,TCP,1514
1757861987.212823,192.168.75.10,192.168.75.71,TCP,66
1757861987.212964,192.168.75.71,192.168.75.10,TCP,1514
1757861987.212964,192.168.75.71,192.168.75.10,TCP,1514
1757861987.213002,192.168.75.10,192.168.75.71,TCP,66
1757861987.213313,192.168.75.71,192.168.75.10,TCP,1514
1757861987.213313,192.168.75.71,192.168.75.10,TCP,1514
1757861987.21344,192.168.75.10,192.168.75.71,TCP,66
1757861987.213656,192.168.75.71,192.168.75.10,TCP,1514
1757861987.213656,192.168.75.71,192.168.75.10,TCP,1514
1757861987.213704,192.168.75.10,192.168.75.71,TCP,66
1757861987.213898,192.168.75.71,192.168.75.10,TCP,1514
1757861987.213949,192.168.75.10,192.168.75.71,TCP,66
1757861987.214152,192.168.75.71,192.168.75.10,TCP,1514
1757861987.214338,192.168.75.71,192.168.75.10,TCP,1514
1757861987.214338,192.168.75.71,192.168.75.10,TCP,1514
1757861987.214399,192.168.75.10,192.168.75.71,TCP,66
1757861987.214617,192.168.75.71,192.168.75.10,TCP,1514
1757861987.214617,192.168.75.71,192.168.75.10,TCP,1514
1757861987.214667,192.168.75.10,192.168.75.71,TCP,66
1757861987.214963,192.168.75.71,192.168.75.10,TCP,1514
1757861987.214963,192.168.75.71,192.168.75.10,TCP,1514
1757861987.215016,192.168.75.10,192.168.75.71,TCP,66
1757861987.215514,192.168.75.71,192.168.75.10,TCP,1514
1757861987.215514,192.168.75.71,192.168.75.10,TCP,1514
1757861987.215588,192.168.75.10,192.168.75.71,TCP,66
1757861987.215819,192.168.75.71,192.168.75.10,TCP,1514
1757861987.215819,192.168.75.71,192.168.75.10,TCP,1514
1757861987.215878,192.168.75.10,192.168.75.71,TCP,66
1757861987.216155,192.168.75.71,192.168.75.10,TCP,1514
1757861987.216155,192.168.75.71,192.168.75.10,TCP,1514
1757861987.216203,192.168.75.10,192.168.75.71,TCP,66
1757861987.216476,192.168.75.71,192.168.75.10,TCP,1514
1757861987.216476,192.168.75.71,192.168.75.10,TCP,1514
1757861987.21654,192.168.75.10,192.168.75.71,TCP,66
1757861987.216825,192.168.75.71,192.168.75.10,TCP,1514
1757861987.216825,192.168.75.71,192.168.75.10,TCP,1514
1757861987.216931,192.168.75.10,192.168.75.71,TCP,66
1757861987.217124,192.168.75.71,192.168.75.10,TCP,1514
1757861987.217168,192.168.75.10,192.168.75.71,TCP,66
1757861987.217272,192.168.75.71,192.168.75.10,TCP,1514
1757861987.21757,192.168.75.71,192.168.75.10,TCP,1514
1757861987.21757,192.168.75.71,192.168.75.10,TCP,1514
1757861987.217643,192.168.75.10,192.168.75.71,TCP,66
1757861987.217879,192.168.75.71,192.168.75.10,TCP,1514
1757861987.217879,192.168.75.71,192.168.75.10,TCP,1514
1757861987.21794,192.168.75.10,192.168.75.71,TCP,66
1757861987.218386,192.168.75.71,192.168.75.10,TCP,1514
1757861987.218386,192.168.75.16,192.168.75.10,DNS,279
1757861987.218449,192.168.75.10,192.168.75.71,TCP,66
1757861987.218598,192.168.75.16,192.168.75.10,DNS,255
1757861987.218598,192.168.75.71,192.168.75.10,TCP,1514
1757861987.218705,192.168.75.71,192.168.75.10,TCP,1514
1757861987.218705,192.168.75.71,192.168.75.10,TCP,1514
1757861987.218738,192.168.75.10,192.168.75.71,TCP,66
1757861987.219067,192.168.75.71,192.168.75.10,TCP,1514
1757861987.219067,192.168.75.71,192.168.75.10,TCP,1514
1757861987.219123,192.168.75.10,192.168.75.71,TCP,66
1757861987.219476,192.168.75.71,192.168.75.10,TCP,1514
1757861987.219476,192.168.75.71,192.168.75.10,TCP,1514
1757861987.219522,192.168.75.10,192.168.75.71,TCP,66
1757861987.21979,192.168.75.71,192.168.75.10,TCP,1514
1757861987.21979,192.168.75.71,192.168.75.10,TCP,1514
1757861987.219845,192.168.75.10,192.168.75.71,TCP,66
1757861987.220127,192.168.75.71,192.168.75.10,TCP,1514
1757861987.220127,192.168.75.71,192.168.75.10,TCP,1514
1757861987.22021,192.168.75.10,192.168.75.71,TCP,66
1757861987.220471,192.168.75.71,192.168.75.10,TCP,1514
1757861987.220471,192.168.75.71,192.168.75.10,TCP,1514
1757861987.220542,192.168.75.10,192.168.75.71,TCP,66
1757861987.221019,192.168.75.71,192.168.75.10,TCP,1514
1757861987.221019,192.168.75.71,192.168.75.10,TCP,1514
1757861987.221189,192.168.75.10,192.168.75.71,TCP,66
1757861987.221316,192.168.75.71,192.168.75.10,TCP,1514
1757861987.221316,192.168.75.71,192.168.75.10,TCP,1514
1757861987.221362,192.168.75.10,192.168.75.71,TCP,66
1757861987.221663,192.168.75.71,192.168.75.10,TCP,1514
1757861987.221663,192.168.75.71,192.168.75.10,TCP,1514
1757861987.221762,192.168.75.10,192.168.75.71,TCP,66
1757861987.221985,192.168.75.71,192.168.75.10,TCP,1514
1757861987.221985,192.168.75.71,192.168.75.10,TCP,1514
1757861987.222039,192.168.75.10,192.168.75.71,TCP,66
1757861987.231897,192.168.75.71,192.168.75.10,TCP,1514
1757861987.231897,192.168.75.71,192.168.75.10,TCP,1514
1757861987.232005,192.168.75.10,192.168.75.71,TCP,66
1757861987.232204,192.168.75.71,192.168.75.10,TCP,1514
1757861987.232204,192.168.75.71,192.168.75.10,TCP,1514
1757861987.232256,192.168.75.10,192.168.75.71,TCP,66
1757861987.232469,192.168.75.71,192.168.75.10,TCP,1514
1757861987.232469,192.168.75.71,192.168.75.10,TCP,1514
1757861987.232519,192.168.75.10,192.168.75.71,TCP,66
1757861987.232997,192.168.75.71,192.168.75.10,TCP,1514
1757861987.232997,192.168.75.71,192.168.75.10,TCP,1514
1757861987.232997,192.168.75.71,192.168.75.10,TCP,1514
1757861987.232997,192.168.75.71,192.168.75.10,TCP,1514
1757861987.232997,192.168.75.71,192.168.75.10,TCP,1514
1757861987.232997,192.168.75.71,192.168.75.10,TCP,1514
1757861987.232997,192.168.75.71,192.168.75.10,TCP,1514
1757861987.232997,192.168.75.71,192.168.75.10,TCP,1514
1757861987.232997,192.168.75.71,192.168.75.10,TCP,1514
1757861987.232997,192.168.75.71,192.168.75.10,TCP,1514
1757861987.232997,192.168.75.71,192.168.75.10,TCP,1514
1757861987.232997,192.168.75.71,192.168.75.10,TCP,1514
1757861987.232997,192.168.75.71,192.168.75.10,TCP,1514
1757861987.233198,192.168.75.10,192.168.75.71,TCP,66
1757861987.233338,192.168.75.16,192.168.75.10,DNS,285
1757861987.233338,192.168.75.16,192.168.75.10,DNS,309
1757861987.233338,192.168.75.71,192.168.75.10,TCP,1514
1757861987.233338,192.168.75.71,192.168.75.10,TCP,1514
1757861987.233338,192.168.75.71,192.168.75.10,TCP,1514
1757861987.233338,192.168.75.71,192.168.75.10,TCP,1514
1757861987.233338,192.168.75.71,192.168.75.10,TCP,1514
1757861987.233433,192.168.75.10,192.168.75.71,TCP,66
1757861987.233514,192.168.75.10,192.168.75.16,ICMP,313
1757861987.233631,192.168.75.71,192.168.75.10,TCP,1514
1757861987.233631,192.168.75.71,192.168.75.10,TCP,1514
1757861987.233675,192.168.75.10,192.168.75.71,TCP,66
1757861987.23386,192.168.75.71,192.168.75.10,TCP,1514
1757861987.23386,192.168.75.71,192.168.75.10,TCP,1514
1757861987.233949,192.168.75.10,192.168.75.71,TCP,66
1757861987.234236,192.168.75.71,192.168.75.10,TCP,1514
1757861987.234236,192.168.75.71,192.168.75.10,TCP,1514
1757861987.23429,192.168.75.10,192.168.75.71,TCP,66
1757861987.237199,192.168.75.71,192.168.75.10,TCP,1514
1757861987.237199,192.168.75.71,192.168.75.10,TCP,1514
1757861987.237363,192.168.75.10,192.168.75.71,TCP,66
1757861987.237541,192.168.75.71,192.168.75.10,TCP,1514
1757861987.237541,192.168.75.71,192.168.75.10,TCP,1514
1757861987.237607,192.168.75.10,192.168.75.71,TCP,66
1757861987.237788,192.168.75.71,192.168.75.10,TCP,1514
1757861987.237788,192.168.75.71,192.168.75.10,TCP,1514
1757861987.237844,192.168.75.10,192.168.75.71,TCP,66
1757861987.238403,192.168.75.71,192.168.75.10,TCP,1514
1757861987.238403,192.168.75.71,192.168.75.10,TCP,1514
1757861987.238487,192.168.75.10,192.168.75.71,TCP,66
1757861987.238636,192.168.75.71,192.168.75.10,TCP,1514
1757861987.238636,192.168.75.71,192.168.75.10,TCP,1514
1757861987.238692,192.168.75.10,192.168.75.71,TCP,66
1757861987.238981,192.168.75.71,192.168.75.10,TCP,1514
1757861987.238981,192.168.75.71,192.168.75.10,TCP,1514
1757861987.239092,192.168.75.10,192.168.75.71,TCP,66
1757861987.239195,192.168.75.71,192.168.75.10,TCP,1514
1757861987.239195,192.168.75.71,192.168.75.10,TCP,1514
1757861987.239246,192.168.75.10,192.168.75.71,TCP,66
1757861987.239488,192.168.75.71,192.168.75.10,TCP,1514
1757861987.239488,192.168.75.71,192.168.75.10,TCP,1514
1757861987.239546,192.168.75.10,192.168.75.71,TCP,66
1757861987.24004,192.168.75.71,192.168.75.10,TCP,1514
1757861987.24004,192.168.75.71,192.168.75.10,TCP,1514
1757861987.240177,192.168.75.10,192.168.75.71,TCP,66
1757861987.240348,192.168.75.71,192.168.75.10,TCP,1514
1757861987.240348,192.168.75.71,192.168.75.10,TCP,1514
1757861987.240399,192.168.75.10,192.168.75.71,TCP,66
1757861987.240696,192.168.75.71,192.168.75.10,TCP,1514
1757861987.240696,192.168.75.71,192.168.75.10,TCP,1514
1757861987.240758,192.168.75.10,192.168.75.71,TCP,66
1757861987.24095,192.168.75.71,192.168.75.10,TCP,1514
1757861987.240986,192.168.75.10,192.168.75.71,TCP,66
1757861987.241091,192.168.75.71,192.168.75.10,TCP,1514
1757861987.241393,192.168.75.71,192.168.75.10,TCP,1514
1757861987.241393,192.168.75.71,192.168.75.10,TCP,1514
1757861987.241453,192.168.75.10,192.168.75.71,TCP,66
1757861987.241676,192.168.75.71,192.168.75.10,TCP,1514
1757861987.241676,192.168.75.71,192.168.75.10,TCP,1514
1757861987.241723,192.168.75.10,192.168.75.71,TCP,66
1757861987.24206,192.168.75.71,192.168.75.10,TCP,1514
1757861987.24206,192.168.75.71,192.168.75.10,TCP,1514
1757861987.242115,192.168.75.10,192.168.75.71,TCP,66
1757861987.2424,192.168.75.71,192.168.75.10,TCP,1514
1757861987.2424,192.168.75.71,192.168.75.10,TCP,1514
1757861987.242449,192.168.75.10,192.168.75.71,TCP,66
1757861987.242898,192.168.75.71,192.168.75.10,TCP,1514
1757861987.242898,192.168.75.71,192.168.75.10,TCP,1514
1757861987.242949,192.168.75.10,192.168.75.71,TCP,66
1757861987.243153,192.168.75.71,192.168.75.10,TCP,1514
1757861987.243195,192.168.75.10,192.168.75.71,TCP,66
1757861987.243289,192.168.75.71,192.168.75.10,TCP,1514
1757861987.24358,192.168.75.71,192.168.75.10,TCP,1514
1757861987.24358,192.168.75.71,192.168.75.10,TCP,1514
1757861987.243634,192.168.75.10,192.168.75.71,TCP,66
1757861987.243818,192.168.75.71,192.168.75.10,TCP,1514
1757861987.24385,192.168.75.10,192.168.75.71,TCP,66
1757861987.243968,192.168.75.71,192.168.75.10,TCP,1514
1757861987.244271,192.168.75.71,192.168.75.10,TCP,1514
1757861987.244271,192.168.75.71,192.168.75.10,TCP,1514
1757861987.244329,192.168.75.10,192.168.75.71,TCP,66
1757861987.244536,192.168.75.71,192.168.75.10,TCP,1514
1757861987.244536,192.168.75.71,192.168.75.10,TCP,1514
1757861987.244584,192.168.75.10,192.168.75.71,TCP,66
1757861987.244965,192.168.75.71,192.168.75.10,TCP,1514
1757861987.244965,192.168.75.71,192.168.75.10,TCP,1514
1757861987.567731,192.168.75.71,192.168.75.10,DATA,1514
1757861987.567731,192.168.75.71,192.168.75.10,DATA,1514
1757861987.567813,192.168.75.10,192.168.75.71,TCP,66
1757861987.567946,192.168.75.71,192.168.75.10,DATA,1514
1757861987.567946,192.168.75.71,192.168.75.10,DATA,1514
1757861987.567946,192.168.75.71,192.168.75.10,DATA,1514
1757861987.567946,192.168.75.71,192.168.75.10,DATA,1514
1757861987.567998,192.168.75.10,192.168.75.71,TCP,66
1757861987.568109,192.168.75.71,192.168.75.10,DATA,1514
1757861987.568109,192.168.75.71,192.168.75.10,DATA,1514
1757861987.568145,192.168.75.10,192.168.75.71,TCP,66
1757861987.568512,192.168.75.71,192.168.75.10,DATA,1514
1757861987.568512,192.168.75.71,192.168.75.10,DATA,1514
1757861987.568551,192.168.75.10,192.168.75.71,TCP,66
1757861987.56892,192.168.75.71,192.168.75.10,DATA,1514
1757861987.56892,192.168.75.71,192.168.75.10,DATA,1514
1757861987.568976,192.168.75.10,192.168.75.71,TCP,66
1757861987.569248,192.168.75.71,192.168.75.10,DATA,1514
1757861987.569248,192.168.75.71,192.168.75.10,DATA,1514
1757861987.569298,192.168.75.10,192.168.75.71,TCP,66
1757861987.569647,192.168.75.71,192.168.75.10,DATA,1514
1757861987.569647,192.168.75.71,192.168.75.10,DATA,1514
1757861987.569693,192.168.75.10,192.168.75.71,TCP,66
1757861987.569951,192.168.75.71,192.168.75.10,DATA,1514
1757861987.569951,192.168.75.71,192.168.75.10,DATA,1514
1757861987.56999,192.168.75.10,192.168.75.71,TCP,66
1757861987.57035,192.168.75.71,192.168.75.10,DATA,1514
1757861987.57035,192.168.75.71,192.168.75.10,DATA,1514
1757861987.570497,192.168.75.10,192.168.75.71,TCP,66
1757861987.57079,192.168.75.71,192.168.75.10,DATA,1514
1757861987.57079,192.168.75.71,192.168.75.10,DATA,1514
1757861987.570854,192.168.75.10,192.168.75.71,TCP,66
1757861987.571055,192.168.75.71,192.168.75.10,TCP,1514
1757861987.571055,192.168.75.71,192.168.75.10,TCP,1514
1757861987.571109,192.168.75.10,192.168.75.71,TCP,66
1757861987.571363,192.168.75.71,192.168.75.10,TCP,1514
1757861987.571363,192.168.75.71,192.168.75.10,TCP,1514
1757861987.571415,192.168.75.10,192.168.75.71,TCP,66
1757861987.571809,192.168.75.71,192.168.75.10,TCP,1514
1757861987.571809,192.168.75.71,192.168.75.10,TCP,1514
1757861987.571863,192.168.75.10,192.168.75.71,TCP,66
1757861987.572144,192.168.75.71,192.168.75.10,TCP,1514
1757861987.572144,192.168.75.71,192.168.75.10,TCP,1514
1757861987.572219,192.168.75.10,192.168.75.71,TCP,66
1757861987.572502,192.168.75.71,192.168.75.10,TCP,1514
1757861987.572502,192.168.75.71,192.168.75.10,TCP,1514
1757861987.572583,192.168.75.10,192.168.75.71,TCP,66
1757861987.572798,192.168.75.71,192.168.75.10,TCP,1514
1757861987.576172,192.168.75.71,192.168.75.10,TCP,1514
1757861987.576172,192.168.75.71,192.168.75.10,TCP,1514
1757861987.57627,192.168.75.10,192.168.75.71,TCP,66
1757861987.576503,192.168.75.71,192.168.75.10,TCP,1514
1757861987.576503,192.168.75.71,192.168.75.10,TCP,1514
1757861987.57661,192.168.75.10,192.168.75.71,TCP,66
1757861987.576789,192.168.75.71,192.168.75.10,TCP,1514
1757861987.576789,192.168.75.71,192.168.75.10,TCP,1514
1757861987.576896,192.168.75.10,192.168.75.71,TCP,66
