Time,Source,Destination,Protocol,Length
1757861983.12681,192.168.75.71,192.168.75.10,TCP,1514
1757861983.12687,192.168.75.10,192.168.75.71,TCP,66
1757861983.127085,192.168.75.71,192.168.75.10,TCP,1514
1757861983.127085,192.168.75.71,192.168.75.10,TCP,1514
1757861983.127127,192.168.75.10,192.168.75.71,TCP,66
1757861983.12763,192.168.75.71,192.168.75.10,TCP,1514
1757861983.12763,192.168.75.71,192.168.75.10,TCP,1514
1757861983.12769,192.168.75.10,192.168.75.71,TCP,66
1757861983.127899,192.168.75.71,192.168.75.10,TCP,1514
1757861983.127899,192.168.75.71,192.168.75.10,TCP,1514
1757861983.127947,192.168.75.10,192.168.75.71,TCP,66
1757861983.128298,192.168.75.71,192.168.75.10,TCP,1514
1757861983.128298,192.168.75.71,192.168.75.10,TCP,1514
1757861983.128346,192.168.75.10,192.168.75.71,TCP,66
1757861983.128646,192.168.75.71,192.168.75.10,TCP,1514
1757861983.128686,192.168.75.10,192.168.75.71,TCP,66
1757861983.132054,192.168.75.71,192.168.75.10,TCP,1514
1757861983.132054,192.168.75.71,192.168.75.10,TCP,1514
1757861983.132147,192.168.75.10,192.168.75.71,TCP,66
1757861983.132393,192.168.75.71,192.168.75.10,TCP,1514
1757861983.132393,192.168.75.71,192.168.75.10,TCP,1514
1757861983.132442,192.168.75.10,192.168.75.71,TCP,66
1757861983.132592,192.168.75.71,192.168.75.10,TCP,1514
1757861983.132592,192.168.75.71,192.168.75.10,TCP,1514
1757861983.132637,192.168.75.10,192.168.75.71,TCP,66
1757861983.132996,192.168.75.71,192.168.75.10,TCP,1514
1757861983.132996,192.168.75.71,192.168.75.10,TCP,1514
1757861983.13308,192.168.75.10,192.168.75.71,TCP,66
1757861983.133456,192.168.75.71,192.168.75.10,TCP,1514
1757861983.133456,192.168.75.71,192.168.75.10,TCP,1514
1757861983.133456,192.168.75.71,192.168.75.10,TCP,1514
1757861983.133456,192.168.75.71,192.168.75.10,TCP,1514
1757861983.133456,192.168.75.71,192.168.75.10,TCP,1514
1757861983.133456,192.168.75.71,192.168.75.10,TCP,1514
1757861983.133456,192.168.75.71,192.168.75.10,TCP,1514
1757861983.133456,192.168.75.71,192.168.75.10,TCP,1514
1757861983.133456,192.168.75.71,192.168.75.10,TCP,1514
1757861983.133456,192.168.75.71,192.168.75.10,TCP,1514
1757861983.133456,192.168.75.71,192.168.75.10,TCP,1514
1757861983.133456,192.168.75.71,192.168.75.10,TCP,1514
1757861983.133456,192.168.75.71,192.168.75.10,TCP,1514
1757861983.133456,192.168.75.71,192.168.75.10,TCP,1514
1757861983.133456,192.168.75.71,192.168.75.10,TCP,1514
1757861983.133456,192.168.75.71,192.168.75.10,TCP,1514
1757861983.133456,192.168.75.71,192.168.75.10,TCP,1514
1757861983.133456,192.168.75.71,192.168.75.10,TCP,1514
1757861983.133695,192.168.75.10,192.168.75.71,TCP,66
1757861983.133913,192.168.75.71,192.168.75.10,TCP,1514
1757861983.133913,192.168.75.71,192.168.75.10,TCP,1514
1757861983.133969,192.168.75.10,192.168.75.71,TCP,66
1757861983.134046,192.168.75.71,192.168.75.10,TCP,1514
1757861983.134046,192.168.75.71,192.168.75.10,TCP,1514
1757861983.134085,192.168.75.10,192.168.75.71,TCP,66
1757861983.134293,192.168.75.71,192.168.75.10,TCP,1514
1757861983.134293,192.168.75.71,192.168.75.10,TCP,1514
1757861983.13434,192.168.75.10,192.168.75.71,TCP,66
1757861983.136092,192.168.75.71,192.168.75.10,TCP,1514
1757861983.136092,192.168.75.71,192.168.75.10,TCP,1514
1757861983.136213,192.168.75.10,192.168.75.71,TCP,66
1757861983.136427,192.168.75.71,192.168.75.10,TCP,1514
1757861983.136427,192.168.75.71,192.168.75.10,TCP,1514
1757861983.136518,192.168.75.10,192.168.75.71,TCP,66
1757861983.136686,192.168.75.71,192.168.75.10,TCP,1514
1757861983.136686,192.168.75.71,192.168.75.10,TCP,1514
1757861983.136751,192.168.75.10,192.168.75.71,TCP,66
1757861983.137086,192.168.75.71,192.168.75.10,TCP,1514
1757861983.137086,192.168.75.71,192.168.75.10,TCP,1514
1757861983.137136,192.168.75.10,192.168.75.71,TCP,66
1757861983.137396,192.168.75.71,192.168.75.10,TCP,1514
1757861983.137396,192.168.75.71,192.168.75.10,TCP,1514
1757861983.137461,192.168.75.10,192.168.75.71,TCP,66
1757861983.137717,192.168.75.71,192.168.75.10,TCP,1514
1757861983.137717,192.168.75.71,192.168.75.10,TCP,1514
1757861983.13777,192.168.75.10,192.168.75.71,TCP,66
1757861983.138133,192.168.75.71,192.168.75.10,TCP,1514
1757861983.138133,192.168.75.71,192.168.75.10,TCP,1514
1757861983.13818,192.168.75.10,192.168.75.71,TCP,66
1757861983.138476,192.168.75.71,192.168.75.10,TCP,1514
1757861983.138476,192.168.75.71,192.168.75.10,TCP,1514
1757861983.138534,192.168.75.10,192.168.75.71,TCP,66
1757861983.138962,192.168.75.71,192.168.75.10,TCP,1514
1757861983.138962,192.168.75.71,192.168.75.10,TCP,1514
1757861983.139015,192.168.75.10,192.168.75.71,TCP,66
1757861983.139204,192.168.75.71,192.168.75.10,TCP,1514
1757861983.139204,192.168.75.71,192.168.75.10,TCP,1514
1757861983.139261,192.168.75.10,192.168.75.71,TCP,66
1757861983.139628,192.168.75.71,192.168.75.10,TCP,1514
1757861983.139628,192.168.75.71,192.168.75.10,TCP,1514
1757861983.13969,192.168.75.10,192.168.75.71,TCP,66
1757861983.13996,192.168.75.71,192.168.75.10,TCP,1514
1757861983.13996,192.168.75.71,192.168.75.10,TCP,1514
1757861983.140002,192.168.75.10,192.168.75.71,TCP,66
1757861983.14032,192.168.75.71,192.168.75.10,TCP,1514
1757861983.14032,192.168.75.71,192.168.75.10,TCP,1514
1757861983.140385,192.168.75.10,192.168.75.71,TCP,66
1757861983.140646,192.168.75.71,192.168.75.10,TCP,1514
1757861983.140646,192.168.75.71,192.168.75.10,TCP,1514
1757861983.140696,192.168.75.10,192.168.75.71,TCP,66
1757861983.140943,192.168.75.71,192.168.75.10,TCP,1514
1757861983.140943,192.168.75.71,192.168.75.10,TCP,1514
1757861983.140987,192.168.75.10,192.168.75.71,TCP,66
1757861983.141363,192.168.75.71,192.168.75.10,TCP,1514
1757861983.141363,192.168.75.71,192.168.75.10,TCP,1514
1757861983.141421,192.168.75.10,192.168.75.71,TCP,66
1757861983.141818,192.168.75.71,192.168.75.10,TCP,1514
1757861983.141818,192.168.75.71,192.168.75.10,TCP,1514
1757861983.141868,192.168.75.10,192.168.75.71,TCP,66
1757861983.142147,192.168.75.71,192.168.75.10,TCP,1514
1757861983.142147,192.168.75.71,192.168.75.10,TCP,1514
1757861983.142187,192.168.75.10,192.168.75.71,TCP,66
1757861983.142498,192.168.75.71,192.168.75.10,TCP,1514
1757861983.142498,192.168.75.71,192.168.75.10,TCP,1514
1757861983.275135,192.168.75.71,192.168.75.10,DATA,1514
1757861983.27552,192.168.75.71,192.168.75.10,DATA,1514
1757861983.27552,192.168.75.71,192.168.75.10,DATA,1514
1757861983.275608,192.168.75.10,192.168.75.71,TCP,66
1757861983.275833,192.168.75.71,192.168.75.10,DATA,1514
1757861983.275833,192.168.75.71,192.168.75.10,DATA,1514
1757861983.275905,192.168.75.10,192.168.75.71,TCP,66
1757861983.276137,192.168.75.71,192.168.75.10,DATA,1514
1757861983.276137,192.168.75.71,192.168.75.10,DATA,1514
1757861983.276275,192.168.75.10,192.168.75.71,TCP,66
1757861983.276796,192.168.75.71,192.168.75.10,DATA,1514
1757861983.276796,192.168.75.71,192.168.75.10,DATA,1514
1757861983.276796,192.168.75.71,192.168.75.10,DATA,1514
1757861983.276796,192.168.75.71,192.168.75.10,DATA,1514
1757861983.276796,192.168.75.71,192.168.75.10,DATA,1514
1757861983.276796,192.168.75.71,192.168.75.10,DATA,1514
1757861983.276796,192.168.75.71,192.168.75.10,DATA,1514
1757861983.276796,192.168.75.71,192.168.75.10,DATA,1514
1757861983.276796,192.168.75.71,192.168.75.10,DATA,1514
1757861983.276796,192.168.75.71,192.168.75.10,DATA,1514
1757861983.276796,192.168.75.71,192.168.75.10,DATA,1514
1757861983.276796,192.168.75.71,192.168.75.10,TCP,1514
1757861983.276796,192.168.75.71,192.168.75.10,TCP,1514
1757861983.276796,192.168.75.71,192.168.75.10,TCP,1514
1757861983.276796,192.168.75.71,192.168.75.10,TCP,1514
1757861983.276796,192.168.75.71,192.168.75.10,TCP,1514
1757861983.276796,192.168.75.71,192.168.75.10,TCP,1514
1757861983.277039,192.168.75.10,192.168.75.71,TCP,66
1757861983.279438,192.168.75.71,192.168.75.10,TCP,1514
1757861983.279758,192.168.75.71,192.168.75.10,TCP,1514
1757861983.279758,192.168.75.71,192.168.75.10,TCP,1514
1757861983.279848,192.168.75.10,192.168.75.71,TCP,66
1757861983.280108,192.168.75.71,192.168.75.10,TCP,1514
1757861983.280108,192.168.75.71,192.168.75.10,TCP,1514
1757861983.280148,192.168.75.10,192.168.75.71,TCP,66
1757861983.280356,192.168.75.71,192.168.75.10,TCP,1514
1757861983.280356,13.89.179.11,192.168.75.10,TCP,54
1757861983.280431,192.168.75.10,192.168.75.71,TCP,66
1757861983.280488,192.168.75.71,192.168.75.10,TCP,1514
1757861983.280928,192.168.75.71,192.168.75.10,TCP,1514
1757861983.280928,192.168.75.71,192.168.75.10,TCP,1514
1757861983.280985,192.168.75.10,192.168.75.71,TCP,66
1757861983.281211,192.168.75.71,192.168.75.10,TCP,1514
1757861983.281211,192.168.75.71,192.168.75.10,TCP,1514
1757861983.281252,192.168.75.10,192.168.75.71,TCP,66
1757861983.28159,192.168.75.71,192.168.75.10,TCP,1514
1757861983.28159,192.168.75.71,192.168.75.10,TCP,1514
1757861983.28163,192.168.75.10,192.168.75.71,TCP,66
1757861983.281929,192.168.75.71,192.168.75.10,TCP,1514
1757861983.281929,192.168.75.71,192.168.75.10,TCP,1514
1757861983.281967,192.168.75.10,192.168.75.71,TCP,66
1757861983.28228,192.168.75.71,192.168.75.10,TCP,1514
1757861983.28228,192.168.75.71,192.168.75.10,TCP,1514
1757861983.282315,192.168.75.10,192.168.75.71,TCP,66
1757861983.282625,192.168.75.71,192.168.75.10,TCP,1514
1757861983.282625,192.168.75.71,192.168.75.10,TCP,1514
1757861983.282668,192.168.75.10,192.168.75.71,TCP,66
1757861983.282966,192.168.75.71,192.168.75.10,TCP,1514
1757861983.282966,192.168.75.71,192.168.75.10,TCP,1514
1757861983.283012,192.168.75.10,192.168.75.71,TCP,66
1757861983.283252,192.168.75.71,192.168.75.10,TCP,1514
1757861983.283252,192.168.75.71,192.168.75.10,TCP,1514
1757861983.283296,192.168.75.10,192.168.75.71,TCP,66
1757861983.294185,192.168.75.71,192.168.75.10,TCP,1514
1757861983.294185,192.168.75.71,192.168.75.10,TCP,1514
1757861983.294284,192.168.75.10,192.168.75.71,TCP,66
1757861983.294498,192.168.75.71,192.168.75.10,TCP,1514
1757861983.294498,192.168.75.71,192.168.75.10,TCP,1514
1757861983.294541,192.168.75.10,192.168.75.71,TCP,66
1757861983.29486,192.168.75.71,192.168.75.10,TCP,1514
1757861983.29486,192.168.75.71,192.168.75.10,TCP,1514
1757861983.294935,192.168.75.10,192.168.75.71,TCP,66
1757861983.295163,192.168.75.71,192.168.75.10,TCP,1514
1757861983.295163,192.168.75.71,192.168.75.10,TCP,1514
1757861983.295216,192.168.75.10,192.168.75.71,TCP,66
1757861983.295462,192.168.75.71,192.168.75.10,TCP,1514
1757861983.295462,192.168.75.71,192.168.75.10,TCP,1514
1757861983.295502,192.168.75.10,192.168.75.71,TCP,66
1757861983.295879,192.168.75.71,192.168.75.10,TCP,1514
1757861983.295879,192.168.75.71,192.168.75.10,TCP,1514
1757861983.295948,192.168.75.10,192.168.75.71,TCP,66
1757861983.296176,192.168.75.71,192.168.75.10,TCP,1514
1757861983.296176,192.168.75.71,192.168.75.10,TCP,1514
1757861983.296222,192.168.75.10,192.168.75.71,TCP,66
1757861983.296572,192.168.75.71,192.168.75.10,TCP,1514
1757861983.296572,192.168.75.71,192.168.75.10,TCP,1514
1757861983.296613,192.168.75.10,192.168.75.71,TCP,66
1757861983.297037,192.168.75.71,192.168.75.10,TCP,1514
1757861983.297037,192.168.75.71,192.168.75.10,TCP,1514
1757861983.297072,192.168.75.10,192.168.75.71,TCP,66
1757861983.297383,192.168.75.71,192.168.75.10,TCP,1514
1757861983.297383,192.168.75.71,192.168.75.10,TCP,1514
1757861983.297444,192.168.75.10,192.168.75.71,TCP,66
1757861983.297719,192.168.75.71,192.168.75.10,TCP,1514
1757861983.297719,192.168.75.71,192.168.75.10,TCP,1514
1757861983.297757,192.168.75.10,192.168.75.71,TCP,66
1757861983.298087,192.168.75.71,192.168.75.10,TCP,1514
1757861983.298087,192.168.75.71,192.168.75.10,TCP,1514
1757861983.298151,192.168.75.10,192.168.75.71,TCP,66
1757861983.298359,192.168.75.71,192.168.75.10,TCP,1514
1757861983.298359,192.168.75.71,192.168.75.10,TCP,1514
1757861983.298408,192.168.75.10,192.168.75.71,TCP,66
1757861983.298755,192.168.75.71,192.168.75.10,TCP,1514
1757861983.298755,192.168.75.71,192.168.75.10,TCP,1514
1757861983.2988,192.168.75.10,192.168.75.71,TCP,66
1757861983.2991,192.168.75.71,192.168.75.10,TCP,1514
1757861983.2991,192.168.75.71,192.168.75.10,TCP,1514
1757861983.299137,192.168.75.10,192.168.75.71,TCP,66
1757861983.299446,192.168.75.71,192.168.75.10,TCP,1514
1757861983.299446,192.168.75.71,192.168.75.10,TCP,1514
1757861983.299478,192.168.75.10,192.168.75.71,TCP,66
1757861983.29991,192.168.75.71,192.168.75.10,TCP,1514
1757861983.29991,192.168.75.71,192.168.75.10,TCP,1514
1757861983.299944,192.168.75.10,192.168.75.71,TCP,66
1757861983.300268,192.168.75.71,192.168.75.10,TCP,1514
1757861983.300268,192.168.75.71,192.168.75.10,TCP,1514
1757861983.30041,192.168.75.10,192.168.75.71,TCP,66
1757861983.300595,192.168.75.71,192.168.75.10,TCP,1514
1757861983.300595,192.168.75.71,192.168.75.10,TCP,1514
1757861983.300646,192.168.75.10,192.168.75.71,TCP,66
1757861983.300895,192.168.75.71,192.168.75.10,TCP,1514
1757861983.300895,192.168.75.71,192.168.75.10,TCP,1514
1757861983.300933,192.168.75.10,192.168.75.71,TCP,66
1757861983.301304,192.168.75.71,192.168.75.10,TCP,1514
1757861983.301304,192.168.75.71,192.168.75.10,TCP,1514
1757861983.301376,192.168.75.10,192.168.75.71,TCP,66
1757861983.30157,192.168.75.71,192.168.75.10,TCP,1514
1757861983.30157,192.168.75.71,192.168.75.10,TCP,1514
1757861983.301615,192.168.75.10,192.168.75.71,TCP,66
1757861983.302001,192.168.75.71,192.168.75.10,TCP,1514
1757861983.302001,192.168.75.71,192.168.75.10,TCP,1514
1757861983.302068,192.168.75.10,192.168.75.71,TCP,66
1757861983.302318,192.168.75.71,192.168.75.10,TCP,1514
1757861983.302318,192.168.75.71,192.168.75.10,TCP,1514
1757861983.302372,192.168.75.10,192.168.75.71,TCP,66
1757861983.302832,192.168.75.71,192.168.75.10,TCP,1514
1757861983.302832,192.168.75.71,192.168.75.10,TCP,1514
1757861983.302886,192.168.75.10,192.168.75.71,TCP,66
1757861983.303089,192.168.75.71,192.168.75.10,TCP,1514
1757861983.303089,192.168.75.71,192.168.75.10,TCP,1514
1757861983.303123,192.168.75.10,192.168.75.71,TCP,66
1757861983.303576,192.168.75.71,192.168.75.10,TCP,1514
1757861983.303576,192.168.75.71,192.168.75.10,TCP,1514
1757861983.303636,192.168.75.10,192.168.75.71,TCP,66
1757861983.303818,192.168.75.71,192.168.75.10,TCP,1514
1757861983.303862,192.168.75.10,192.168.75.71,TCP,66
1757861983.307388,192.168.75.71,192.168.75.10,TCP,1514
1757861983.307819,192.168.75.71,192.168.75.10,TCP,1514
1757861983.307819,192.168.75.71,192.168.75.10,TCP,1514
1757861983.307891,192.168.75.10,192.168.75.71,TCP,66
1757861983.308118,192.168.75.71,192.168.75.10,TCP,1514
1757861983.308118,192.168.75.71,192.168.75.10,TCP,1514
1757861983.308266,192.168.75.10,192.168.75.71,TCP,66
1757861983.308483,192.168.75.71,192.168.75.10,TCP,1514
1757861983.308483,192.168.75.71,192.168.75.10,TCP,1514
1757861983.30855,192.168.75.10,192.168.75.71,TCP,66
1757861983.308978,192.168.75.71,192.168.75.10,TCP,1514
1757861983.308978,192.168.75.71,192.168.75.10,TCP,1514
1757861983.308978,192.168.75.71,192.168.75.10,TCP,1514
1757861983.308978,192.168.75.71,192.168.75.10,TCP,1514
1757861983.308978,192.168.75.71,192.168.75.10,TCP,1514
1757861983.308978,192.168.75.71,192.168.75.10,TCP,1514
1757861983.308978,192.168.75.71,192.168.75.10,TCP,1514
1757861983.308978,192.168.75.71,192.168.75.10,TCP,1514
1757861983.308978,192.168.75.71,192.168.75.10,TCP,1514
1757861983.308978,192.168.75.71,192.168.75.10,TCP,1514
1757861983.308978,192.168.75.71,192.168.75.10,TCP,1514
1757861983.308978,192.168.75.71,192.168.75.10,TCP,1514
1757861983.308978,192.168.75.71,192.168.75.10,TCP,1514
1757861983.308978,192.168.75.71,192.168.75.10,TCP,1514
1757861983.308978,192.168.75.71,192.168.75.10,TCP,1514
1757861983.308978,192.168.75.71,192.168.75.10,TCP,1514
1757861983.308978,192.168.75.71,192.168.75.10,TCP,1514
1757861983.308978,192.168.75.71,192.168.75.10,TCP,1514
1757861983.309219,192.168.75.10,192.168.75.71,TCP,66
1757861983.309429,192.168.75.71,192.168.75.10,TCP,1514
1757861983.309429,192.168.75.71,192.168.75.10,TCP,1514
1757861983.309483,192.168.75.10,192.168.75.71,TCP,66
1757861983.309558,192.168.75.71,192.168.75.10,TCP,1514
1757861983.309558,192.168.75.71,192.168.75.10,TCP,1514
1757861983.309591,192.168.75.10,192.168.75.71,TCP,66
1757861983.309945,192.168.75.71,192.168.75.10,TCP,1514
1757861983.309945,192.168.75.71,192.168.75.10,TCP,1514
1757861983.310003,192.168.75.10,192.168.75.71,TCP,66
1757861983.310256,192.168.75.71,192.168.75.10,TCP,1514
1757861983.310295,192.168.75.10,192.168.75.71,TCP,66
1757861983.350243,192.168.75.71,192.168.75.10,TCP,1514
1757861983.350243,192.168.75.71,192.168.75.10,TCP,1514
1757861983.350363,192.168.75.10,192.168.75.71,TCP,66
1757861983.350593,192.168.75.71,192.168.75.10,TCP,1514
1757861983.350593,192.168.75.71,192.168.75.10,TCP,1514
1757861983.350671,192.168.75.10,192.168.75.71,TCP,66
1757861983.350867,192.168.75.71,192.168.75.10,TCP,1514
1757861983.350867,192.168.75.71,192.168.75.10,TCP,1514
1757861983.350934,192.168.75.10,192.168.75.71,TCP,66
1757861983.351088,192.168.75.71,192.168.75.10,TCP,1514
1757861983.351088,192.168.75.71,192.168.75.10,TCP,1514
1757861983.351135,192.168.75.10,192.168.75.71,TCP,66
1757861983.351392,192.168.75.71,192.168.75.10,TCP,1514
1757861983.351392,192.168.75.71,192.168.75.10,TCP,1514
1757861983.351427,192.168.75.10,192.168.75.71,TCP,66
1757861983.351833,192.168.75.71,192.168.75.10,TCP,1514
1757861983.351833,192.168.75.71,192.168.75.10,TCP,1514
1757861983.351886,192.168.75.10,192.168.75.71,TCP,66
1757861983.35224,192.168.75.71,192.168.75.10,TCP,1514
1757861983.35224,192.168.75.71,192.168.75.10,TCP,1514
1757861983.352408,192.168.75.10,192.168.75.71,TCP,66
1757861983.352639,192.168.75.71,192.168.75.10,TCP,1514
1757861983.352639,192.168.75.71,192.168.75.10,TCP,1514
1757861983.352713,192.168.75.10,192.168.75.71,TCP,66
1757861983.352967,192.168.75.71,192.168.75.10,TCP,1514
1757861983.352967,192.168.75.71,192.168.75.10,TCP,1514
1757861983.35302,192.168.75.10,192.168.75.71,TCP,66
1757861983.35321,192.168.75.71,192.168.75.10,TCP,1514
1757861983.35321,192.168.75.71,192.168.75.10,TCP,1514
1757861983.353262,192.168.75.10,192.168.75.71,TCP,66
1757861983.353636,192.168.75.71,192.168.75.10,TCP,1514
1757861983.353636,192.168.75.71,192.168.75.10,TCP,1514
1757861983.353699,192.168.75.10,192.168.75.71,TCP,66
1757861983.353888,192.168.75.71,192.168.75.10,TCP,1514
1757861983.353888,192.168.75.71,192.168.75.10,TCP,1514
1757861983.353936,192.168.75.10,192.168.75.71,TCP,66
1757861983.354305,192.168.75.71,192.168.75.10,TCP,1514
1757861983.354305,192.168.75.71,192.168.75.10,TCP,1514
1757861983.354365,192.168.75.10,192.168.75.71,TCP,66
1757861983.354647,192.168.75.71,192.168.75.10,TCP,1514
1757861983.354647,192.168.75.71,192.168.75.10,TCP,1514
1757861983.354696,192.168.75.10,192.168.75.71,TCP,66
1757861983.355007,192.168.75.71,192.168.75.10,TCP,1514
1757861983.507247,192.168.75.71,192.168.75.10,DATA,1514
1757861983.507247,192.168.75.71,192.168.75.10,DATA,1514
1757861983.507412,192.168.75.10,192.168.75.71,TCP,66
1757861983.507998,192.168.75.71,192.168.75.10,DATA,1514
1757861983.507998,192.168.75.71,192.168.75.10,DATA,1514
1757861983.507998,192.168.75.71,192.168.75.10,DATA,1514
1757861983.507998,192.168.75.71,192.168.75.10,TCP,1514
1757861983.508095,192.168.75.10,192.168.75.71,TCP,66
1757861983.508216,192.168.75.71,192.168.75.10,TCP,1514
1757861983.508216,192.168.75.71,192.168.75.10,TCP,1514
1757861983.5083,192.168.75.10,192.168.75.71,TCP,66
1757861983.509014,192.168.75.71,192.168.75.10,TCP,1514
1757861983.509014,192.168.75.71,192.168.75.10,TCP,1514
1757861983.509014,192.168.75.71,192.168.75.10,TCP,1514
1757861983.509014,192.168.75.71,192.168.75.10,TCP,1514
1757861983.509014,192.168.75.71,192.168.75.10,TCP,1514
1757861983.509014,192.168.75.71,192.168.75.10,TCP,1514
1757861983.509014,192.168.75.71,192.168.75.10,TCP,1514
1757861983.509014,192.168.75.71,192.168.75.10,TCP,1514
1757861983.509014,192.168.75.71,192.168.75.10,TCP,1514
1757861983.509014,192.168.75.71,192.168.75.10,TCP,1514
1757861983.509014,192.168.75.71,192.168.75.10,TCP,1514
1757861983.509014,192.168.75.71,192.168.75.10,TCP,1514
1757861983.509014,192.168.75.71,192.168.75.10,TCP,1514
1757861983.509014,192.168.75.71,192.168.75.10,TCP,1514
1757861983.509014,192.168.75.71,192.168.75.10,TCP,1514
1757861983.509014,192.168.75.71,192.168.75.10,TCP,1514
1757861983.509014,192.168.75.71,192.168.75.10,TCP,1514
1757861983.509014,192.168.75.71,192.168.75.10,TCP,1514
1757861983.509014,192.168.75.71,192.168.75.10,TCP,1514
1757861983.509014,192.168.75.71,192.168.75.10,TCP,1514
1757861983.509371,192.168.75.10,192.168.75.71,TCP,66
1757861983.509905,192.168.75.71,192.168.75.10,TCP,1514
1757861983.509905,192.168.75.71,192.168.75.10,TCP,1514
1757861983.509905,192.168.75.71,192.168.75.10,TCP,1514
1757861983.509905,192.168.75.71,192.168.75.10,TCP,1514
1757861983.509984,192.168.75.10,192.168.75.71,TCP,66
1757861983.546799,192.168.75.71,192.168.75.10,TCP,1514
1757861983.5472,192.168.75.71,192.168.75.10,TCP,1514
1757861983.5472,192.168.75.71,192.168.75.10,TCP,1514
1757861983.547276,192.168.75.10,192.168.75.71,TCP,66
1757861983.547521,192.168.75.71,192.168.75.10,TCP,1514
1757861983.547521,192.168.75.71,192.168.75.10,TCP,1514
1757861983.547572,192.168.75.10,192.168.75.71,TCP,66
1757861983.547887,192.168.75.71,192.168.75.10,TCP,1514
1757861983.547887,192.168.75.71,192.168.75.10,TCP,1514
1757861983.547977,192.168.75.10,192.168.75.71,TCP,66
1757861983.548194,192.168.75.71,192.168.75.10,TCP,1514
1757861983.548194,192.168.75.71,192.168.75.10,TCP,1514
1757861983.548247,192.168.75.10,192.168.75.71,TCP,66
1757861983.548566,192.168.75.71,192.168.75.10,TCP,1514
1757861983.548566,192.168.75.71,192.168.75.10,TCP,1514
1757861983.54863,192.168.75.10,192.168.75.71,TCP,66
1757861983.548854,192.168.75.71,192.168.75.10,TCP,1514
1757861983.548854,192.168.75.71,192.168.75.10,TCP,1514
1757861983.548902,192.168.75.10,192.168.75.71,TCP,66
1757861983.549263,192.168.75.71,192.168.75.10,TCP,1514
1757861983.549263,192.168.75.71,192.168.75.10,TCP,1514
1757861983.549313,192.168.75.10,192.168.75.71,TCP,66
1757861983.549607,192.168.75.71,192.168.75.10,TCP,1514
1757861983.549607,192.168.75.71,192.168.75.10,TCP,1514
1757861983.549643,192.168.75.10,192.168.75.71,TCP,66
1757861983.550076,192.168.75.71,192.168.75.10,TCP,1514
1757861983.550076,192.168.75.71,192.168.75.10,TCP,1514
1757861983.550138,192.168.75.10,192.168.75.71,TCP,66
1757861983.550398,192.168.75.71,192.168.75.10,TCP,1514
1757861983.550398,192.168.75.71,192.168.75.10,TCP,1514
1757861983.550455,192.168.75.10,192.168.75.71,TCP,66
1757861983.55075,192.168.75.71,192.168.75.10,TCP,1514
1757861983.55075,192.168.75.71,192.168.75.10,TCP,1514
1757861983.550812,192.168.75.10,192.168.75.71,TCP,66
1757861983.551172,192.168.75.71,192.168.75.10,TCP,1514
1757861983.551172,192.168.75.71,192.168.75.10,TCP,1514
1757861983.551251,192.168.75.10,192.168.75.71,TCP,66
1757861983.551467,192.168.75.71,192.168.75.10,TCP,1514
1757861983.551467,192.168.75.71,192.168.75.10,TCP,1514
1757861983.551551,192.168.75.10,192.168.75.71,TCP,66
1757861983.551764,192.168.75.71,192.168.75.10,TCP,1514
1757861983.551764,192.168.75.71,192.168.75.10,TCP,1514
1757861983.551825,192.168.75.10,192.168.75.71,TCP,66
1757861983.552127,192.168.75.71,192.168.75.10,TCP,1514
1757861983.552127,192.168.75.71,192.168.75.10,TCP,1514
1757861983.552179,192.168.75.10,192.168.75.71,TCP,66
1757861983.552488,192.168.75.71,192.168.75.10,TCP,1514
1757861983.552488,192.168.75.71,192.168.75.10,TCP,1514
1757861983.552546,192.168.75.10,192.168.75.71,TCP,66
1757861983.552954,192.168.75.71,192.168.75.10,TCP,1514
1757861983.552954,192.168.75.71,192.168.75.10,TCP,1514
1757861983.553041,192.168.75.10,192.168.75.71,TCP,66
1757861983.553224,192.168.75.71,192.168.75.10,TCP,1514
1757861983.553224,192.168.75.71,192.168.75.10,TCP,1514
1757861983.553272,192.168.75.10,192.168.75.71,TCP,66
1757861983.553648,192.168.75.71,192.168.75.10,TCP,1514
1757861983.553648,192.168.75.71,192.168.75.10,TCP,1514
1757861983.55371,192.168.75.10,192.168.75.71,TCP,66
1757861983.553912,20.42.73.28,192.168.75.10,TLS,1454
1757861983.553912,20.42.73.28,192.168.75.10,TCP,1454
1757861983.554116,192.168.75.10,20.42.73.28,TCP,54
1757861983.5543,20.42.73.28,192.168.75.10,TCP,1454
1757861983.5543,20.42.73.28,192.168.75.10,TLS,345
1757861983.554381,192.168.75.71,192.168.75.10,TCP,1514
1757861983.554422,192.168.75.10,192.168.75.71,TCP,66
1757861983.554426,192.168.75.10,20.42.73.28,TCP,54
1757861983.554617,192.168.75.71,192.168.75.10,TCP,1514
1757861983.554617,192.168.75.71,192.168.75.10,TCP,1514
1757861983.554662,192.168.75.10,192.168.75.71,TCP,66
1757861983.555041,192.168.75.71,192.168.75.10,TCP,1514
1757861983.555041,192.168.75.71,192.168.75.10,TCP,1514
1757861983.555112,192.168.75.10,192.168.75.71,TCP,66
1757861983.555974,192.168.75.71,192.168.75.10,TCP,1514
1757861983.556309,192.168.75.71,192.168.75.10,TCP,1514
1757861983.556309,192.168.75.71,192.168.75.10,TCP,1514
1757861983.556377,192.168.75.10,192.168.75.71,TCP,66
1757861983.556582,192.168.75.71,192.168.75.10,TCP,1514
